source,author,title,description,content,url,image_url,published_at,search_term,matched_keywords,matched_keywords_str,categories,categories_str,clean_text,has_image,title_length,description_length,clean_text_length,category_count,keyword_count,published_date,published_hour_utc,published_dayofweek_utc
Pypi.org,,tpuz added to PyPI,"Manage GCP TPU VMs from your terminal — create, run, recover, teardown","Manage GCP TPU VMs from your terminal. Create, train, debug, recover, teardown one command. pipinstalltpuz Why? Training on TPU pods requires 10+ gcloud commands, manual SSH to each worker, no pre… [+5644 chars]",https://pypi.org/project/tpuz/,https://pypi.org/static/images/twitter.abaf4b19.webp,2026-04-04 21:29:37+00:00,port OR shipping OR freight OR maritime OR smuggling,['terminal'],terminal,['ports'],ports,"tpuz added to PyPI Manage GCP TPU VMs from your terminal — create, run, recover, teardown Manage GCP TPU VMs from your terminal. Create, train, debug, recover, teardown one command. pipinstalltpuz Why? Training on TPU pods requires 10+ gcloud commands, manual SSH to each worker, no pre… [+5644 chars]",True,18,70,301,1,1,2026-04-04,21,5
GlobeNewswire,Tupi Tea,Tupi Tea Claims Evaluated: Discover the Hidden Ingredients According to the Official TupiTea Website,"Tupi Tea 2026: endothelial support ingredients, nitric oxide research context, stamina formula transparency, and purchasing details for men....","ORLANDO, FL, April 04, 2026 (GLOBE NEWSWIRE) -- Affiliate Disclosure: Purchases made through links in this content may generate a commission at no additional cost to the buyer. All product details be… [+19260 chars]",https://www.globenewswire.com/news-release/2026/04/04/3268211/0/en/Tupi-Tea-Claims-Evaluated-Discover-the-Hidden-Ingredients-According-to-the-Official-TupiTea-Website.html,https://ml.globenewswire.com/Resource/Download/d074115c-3d38-4f2f-8438-2b5981d39485,2026-04-04 21:23:00+00:00,port OR shipping OR freight OR maritime OR smuggling,['port'],port,['ports'],ports,"Tupi Tea Claims Evaluated: Discover the Hidden Ingredients According to the Official TupiTea Website Tupi Tea 2026: endothelial support ingredients, nitric oxide research context, stamina formula transparency, and purchasing details for men.... ORLANDO, FL, April 04, 2026 (GLOBE NEWSWIRE) -- Affiliate Disclosure: Purchases made through links in this content may generate a commission at no additional cost to the buyer. All product details be… [+19260 chars]",True,100,143,460,1,1,2026-04-04,21,5
Japan Today,,2nd Japan-related vessel passes through Strait of Hormuz,"A second Japan-related vessel passed safety through the Strait of Hormuz since its effective closure amid the Iran war, Mitsui O.S.K. Lines and the transport ministry said Saturday. The Japanese shipping company said a liquefied petroleum gas tanker owned by …","A second Japan-related vessel passed safety through the Strait of Hormuz since its effective closure amid the Iran war, Mitsui O.S.K. Lines and the transport ministry said Saturday. The Japanese shi… [+1622 chars]",https://japantoday.com/category/national/update1-2nd-japan-related-vessel-passes-through-strait-of-hormuz-amid-iran-war,,2026-04-04 21:17:08+00:00,port OR shipping OR freight OR maritime OR smuggling,"['port', 'shipping', 'vessel']","port, shipping, vessel",['ports'],ports,"2nd Japan-related vessel passes through Strait of Hormuz A second Japan-related vessel passed safety through the Strait of Hormuz since its effective closure amid the Iran war, Mitsui O.S.K. Lines and the transport ministry said Saturday. The Japanese shipping company said a liquefied petroleum gas tanker owned by … A second Japan-related vessel passed safety through the Strait of Hormuz since its effective closure amid the Iran war, Mitsui O.S.K. Lines and the transport ministry said Saturday. The Japanese shi… [+1622 chars]",False,56,260,531,1,3,2026-04-04,21,5
Haaretz,The Associated Press,Trump threatens Iran to reopen Strait of Hormuz by Monday 'or all hell will reign down',"The president reiterated his deadline for Iran to allow ships through the crucial shipping strait, saying that 'time is running out.' Meanwhile, the search continues for an American pilot who was shot down over Iran on Friday","The president reiterated his deadline for Iran to allow ships through the crucial shipping strait, saying that 'time is running out.' Meanwhile, the search continues for an American pilot who was sho… [+25 chars]",https://www.haaretz.com/middle-east-news/iran/2026-04-05/ty-article/trump-threatens-iran-to-reopen-hormuz-strait-by-monday/0000019d-5a2d-d021-a9bd-7b6df8ba0000,https://img.haarets.co.il/bs/0000019d-5a2d-d021-a9bd-7b6df8ba0000/cd/95/bcad15d94b4faa1487fac47a5b26/479692.jpg?&width=1200&height=630&cmsprod,2026-04-04 21:16:55+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,"Trump threatens Iran to reopen Strait of Hormuz by Monday 'or all hell will reign down' The president reiterated his deadline for Iran to allow ships through the crucial shipping strait, saying that 'time is running out.' Meanwhile, the search continues for an American pilot who was shot down over Iran on Friday The president reiterated his deadline for Iran to allow ships through the crucial shipping strait, saying that 'time is running out.' Meanwhile, the search continues for an American pilot who was sho… [+25 chars]",True,87,225,526,1,1,2026-04-04,21,5
Slickdeals.net,Bojjihuntindeals,32-fl oz Simple Solution Urine Destroyer: Pet Stain & Odor Remover $4 w/ S&S + Free Shipping w/ Prime or on $35+,*Amazon [amazon.com]* has *32-fl oz Simple Solution Urine Destroyer: Pet Stain & Odor Remover* for $6.64 - 35% when you clip the coupon on product page - 5% when you checkout with Subscribe & Save =...,"This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",https://slickdeals.net/f/19384059-32-fl-oz-simple-solution-urine-destroyer-pet-stain-odor-remover-4-w-s-s-free-shipping-w-prime-or-on-35,https://slickdeals.net/attachment/2/7/3/8/6/3/8/7/450x450/20022651.thumb,2026-04-04 20:54:23+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,"32-fl oz Simple Solution Urine Destroyer: Pet Stain & Odor Remover $4 w/ S&S + Free Shipping w/ Prime or on $35+ *Amazon [amazon.com]* has *32-fl oz Simple Solution Urine Destroyer: Pet Stain & Odor Remover* for $6.64 - 35% when you clip the coupon on product page - 5% when you checkout with Subscribe & Save =... This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",True,112,201,527,1,1,2026-04-04,20,5
Pypi.org,explosivebit@gmail.com,moleculerpy 0.14.12,"Fast, modern microservices framework for Python - Port of Moleculer.js","A required part of this site couldnt load. This may be due to a browser extension, network issues, or browser settings. Please check your connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/moleculerpy/0.14.12/,,2026-04-04 20:33:20+00:00,port OR shipping OR freight OR maritime OR smuggling,['port'],port,['ports'],ports,"moleculerpy 0.14.12 Fast, modern microservices framework for Python - Port of Moleculer.js A required part of this site couldnt load. This may be due to a browser extension, network issues, or browser settings. Please check your connection, disable any ad blockers, or try using a diffe… [+12 chars]",False,19,70,299,1,1,2026-04-04,20,5
Pypi.org,s.niederberger@hotmail.com,pydygraphs 0.0.1,Python wrapper for the dygraphs JavaScript charting library. Core port of R dygraphs with framework adapters for Dash and Shiny.,"A required part of this site couldnt load. This may be due to a browser extension, network issues, or browser settings. Please check your connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/pydygraphs/0.0.1/,,2026-04-04 20:31:48+00:00,port OR shipping OR freight OR maritime OR smuggling,['port'],port,['ports'],ports,"pydygraphs 0.0.1 Python wrapper for the dygraphs JavaScript charting library. Core port of R dygraphs with framework adapters for Dash and Shiny. A required part of this site couldnt load. This may be due to a browser extension, network issues, or browser settings. Please check your connection, disable any ad blockers, or try using a diffe… [+12 chars]",False,16,128,354,1,1,2026-04-04,20,5
Pypi.org,s.niederberger@hotmail.com,pydygraphs added to PyPI,Python wrapper for the dygraphs JavaScript charting library. Core port of R dygraphs with framework adapters for Dash and Shiny.,Python wrapper for the dygraphs JavaScript charting library. Core port of the R dygraphs package all 44 exported R functions ported to a Pythonic builder API. The R package (by RStudio/JJ Allaire) i… [+7104 chars],https://pypi.org/project/pydygraphs/,https://pypi.org/static/images/twitter.abaf4b19.webp,2026-04-04 20:31:43+00:00,port OR shipping OR freight OR maritime OR smuggling,"['port', 'export']","port, export","['ports', 'trade_at_ports']","ports, trade_at_ports",pydygraphs added to PyPI Python wrapper for the dygraphs JavaScript charting library. Core port of R dygraphs with framework adapters for Dash and Shiny. Python wrapper for the dygraphs JavaScript charting library. Core port of the R dygraphs package all 44 exported R functions ported to a Pythonic builder API. The R package (by RStudio/JJ Allaire) i… [+7104 chars],True,24,128,367,2,2,2026-04-04,20,5
Github.com,jannniii,"Show HN: Chained apples, or apfels, for more logic","Thought to try if I could chain multiple apfel calls to make the Apple LLM be more useful, enabling use of natural language to run many zsh commands or combinations of commands. Comments URL: https://news.ycombinator.com/item?id=47643058 Points: 1 # Comments…","Apple Intelligence for your terminal.(Finnish: omppu = apple) Ask questions in plain English. omppu answers from general knowledge, your project's README and git history, or by running shell command… [+6048 chars]",https://github.com/randomm/omppu,https://opengraph.githubassets.com/2e17405fb800c8b308442dbda2a56845a7c638297b339b73d95ba04417c2fcd0/randomm/omppu,2026-04-04 20:30:48+00:00,port OR shipping OR freight OR maritime OR smuggling,['terminal'],terminal,['ports'],ports,"Show HN: Chained apples, or apfels, for more logic Thought to try if I could chain multiple apfel calls to make the Apple LLM be more useful, enabling use of natural language to run many zsh commands or combinations of commands. Comments URL: https://news.ycombinator.com/item?id=47643058 Points: 1 # Comments… Apple Intelligence for your terminal.(Finnish: omppu = apple) Ask questions in plain English. omppu answers from general knowledge, your project's README and git history, or by running shell command… [+6048 chars]",True,50,259,524,1,1,2026-04-04,20,5
Slickdeals.net,phoinix,$3.99* | Philips 3-Outlet Grounded Cube Tap with Surge Protection (Gray) at Amazon,Amazon [amazon.com] has *Philips 3-Outlet Grounded Cube Tap with Surge Protection *(Gray) for *$3.99*. *Shipping is free* with Prime or on $35+ orders. *Price* *$1* lower (20% savings) than the...,Amazon[amazon.com] has Philips 3-Outlet Grounded Cube Tap with Surge Protection (Gray) for $3.99.Shipping is free with Prime or on $35+ orders.Price$1 lower (20% savings) than the typical price of $4… [+221 chars],https://slickdeals.net/f/19384011-3-99-philips-3-outlet-grounded-cube-tap-with-surge-protection-gray-at-amazon,https://slickdeals.net/attachment/1/1/7/1/5/2/7/450x450/20022615.thumb,2026-04-04 20:23:59+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,$3.99* | Philips 3-Outlet Grounded Cube Tap with Surge Protection (Gray) at Amazon Amazon [amazon.com] has *Philips 3-Outlet Grounded Cube Tap with Surge Protection *(Gray) for *$3.99*. *Shipping is free* with Prime or on $35+ orders. *Price* *$1* lower (20% savings) than the... Amazon[amazon.com] has Philips 3-Outlet Grounded Cube Tap with Surge Protection (Gray) for $3.99.Shipping is free with Prime or on $35+ orders.Price$1 lower (20% savings) than the typical price of $4… [+221 chars],True,82,196,493,1,1,2026-04-04,20,5
Pypi.org,4b796c65+tcod@gmail.com,tcod 21.2.0,The official Python port of libtcod.,"A required part of this site couldnt load. This may be due to a browser extension, network issues, or browser settings. Please check your connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/tcod/21.2.0/,,2026-04-04 20:21:28+00:00,port OR shipping OR freight OR maritime OR smuggling,['port'],port,['ports'],ports,"tcod 21.2.0 The official Python port of libtcod. A required part of this site couldnt load. This may be due to a browser extension, network issues, or browser settings. Please check your connection, disable any ad blockers, or try using a diffe… [+12 chars]",False,11,36,257,1,1,2026-04-04,20,5
Fortune,"Patrick Sykes, Kateryna Kadabashy, Anthony Di Paola, Bloomberg",Iran says Iraqi ships are allowed to use Strait of Hormuz,The declaration has the potential to unleash as much as 3 million barrels a day of Iraqi oil cargoes.,"The Iranian military said major oil producer Iraq is exempt from shipping restrictions in the Strait of Hormuz, a potentially significant move for global crude supplies.Brotherly Iraq is exempt from … [+2728 chars]",https://fortune.com/2026/04/04/iran-war-crude-oil-tankers-iraqi-ships-strait-of-hormuz/,"https://fortune.com/img-assets/wp-content/uploads/2026/04/GettyImages-2267952561-e1775333538570.jpg?resize=1200,600",2026-04-04 20:18:11+00:00,port OR shipping OR freight OR maritime OR smuggling,"['cargo', 'shipping']","cargo, shipping",['ports'],ports,"Iran says Iraqi ships are allowed to use Strait of Hormuz The declaration has the potential to unleash as much as 3 million barrels a day of Iraqi oil cargoes. The Iranian military said major oil producer Iraq is exempt from shipping restrictions in the Strait of Hormuz, a potentially significant move for global crude supplies.Brotherly Iraq is exempt from … [+2728 chars]",True,57,101,374,1,2,2026-04-04,20,5
Slickdeals.net,phoinix,"$9.48* | 60"" x 50"" Exclusivo Mezcla Fleece Throw Blanket (Ivory) at Amazon","Exclusivo Mezcla via Amazon [amazon.com] has *60"" x 50"" Exclusivo Mezcla Fleece Throw Blanket *(Ivory) for *$9.48*. *Shipping is free* with Prime or on $35+ orders. *Price* *$13.51* lower (59%...","This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",https://slickdeals.net/f/19383996-9-48-60-x-50-exclusivo-mezcla-fleece-throw-blanket-ivory-at-amazon,https://slickdeals.net/attachment/1/1/7/1/5/2/7/450x450/20022606.thumb,2026-04-04 20:18:02+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,"$9.48* | 60"" x 50"" Exclusivo Mezcla Fleece Throw Blanket (Ivory) at Amazon Exclusivo Mezcla via Amazon [amazon.com] has *60"" x 50"" Exclusivo Mezcla Fleece Throw Blanket *(Ivory) for *$9.48*. *Shipping is free* with Prime or on $35+ orders. *Price* *$13.51* lower (59%... This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",True,74,195,483,1,1,2026-04-04,20,5
Israelnationalnews.com,Israel National News,Report: Israel preparing to strike Iranian energy infrastructure,"IDF completed preparations for attack on Iranian energy infrastructure, waiting for green light from US, security source tells Reuters.","A senior Israeli security official confirmed to Reuters that the IDF has completed preparations for a large-scale strike on Irans energy infrastructure. According to the report, Israel is now awaiti… [+863 chars]",https://www.israelnationalnews.com/news/425015,https://2.a7.org/files/pictures/000/1191759.jpg,2026-04-04 20:10:54+00:00,port OR shipping OR freight OR maritime OR smuggling,['port'],port,['ports'],ports,"Report: Israel preparing to strike Iranian energy infrastructure IDF completed preparations for attack on Iranian energy infrastructure, waiting for green light from US, security source tells Reuters. A senior Israeli security official confirmed to Reuters that the IDF has completed preparations for a large-scale strike on Irans energy infrastructure. According to the report, Israel is now awaiti… [+863 chars]",True,64,135,413,1,1,2026-04-04,20,5
Slickdeals.net,BabyBubba,"Acer Nitro Gaming Monitor XF253Q 24.5"" Full HD (1920 x 1080) Freesync Premium 1ms 250Hz 250Nit ZeroFrame + Free Shipping $58.59","VIP Outlet via eBay has New Acer Nitro XF253Q 24.5"" Full HD (1920 x 1080) Gaming Monitor Freesync Premium 1ms 250Hz 250Nit ZeroFrame for $58.59 after Promo Code VIPOUTLETAPR26 (Automatically applies...","VIP Outlet via eBay has New Acer Nitro XF253Q 24.5"" Full HD (1920 x 1080) Gaming Monitor Freesync Premium 1ms 250Hz 250Nit ZeroFrame for $58.59 after Promo Code VIPOUTLETAPR26 (Automatically applies … [+2695 chars]",https://slickdeals.net/f/19383981-acer-nitro-gaming-monitor-xf253q-24-5-full-hd-1920-x-1080-freesync-premium-1ms-250hz-250nit-zeroframe-free-shipping-58-59,https://slickdeals.net/attachment/2/8/1/7/5/6/3/9/450x450/20022525.thumb,2026-04-04 20:05:36+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,"Acer Nitro Gaming Monitor XF253Q 24.5"" Full HD (1920 x 1080) Freesync Premium 1ms 250Hz 250Nit ZeroFrame + Free Shipping $58.59 VIP Outlet via eBay has New Acer Nitro XF253Q 24.5"" Full HD (1920 x 1080) Gaming Monitor Freesync Premium 1ms 250Hz 250Nit ZeroFrame for $58.59 after Promo Code VIPOUTLETAPR26 (Automatically applies... VIP Outlet via eBay has New Acer Nitro XF253Q 24.5"" Full HD (1920 x 1080) Gaming Monitor Freesync Premium 1ms 250Hz 250Nit ZeroFrame for $58.59 after Promo Code VIPOUTLETAPR26 (Automatically applies … [+2695 chars]",True,127,201,544,1,1,2026-04-04,20,5
Slickdeals.net,phoinix | Staff,"$45.99 | SONGMICS Laundry Basket with Wheels, 4-Section Rolling Laundry Hamper at Amazon (0 replies)","Amazon [amazon.com] has SONGMICS Laundry Basket with Wheels, 4-Section Rolling Laundry Hamper for $45.99. Shipping is free. Price $20 lower (30% savings) than the list price of $65.99 Customer revie","Amazon[amazon.com] has SONGMICS Laundry Basket with Wheels, 4-Section Rolling Laundry Hamper for $45.99.Shipping is free.Price$20 lower (30% savings) than the list price of $65.99 Customer reviews4.… [+120 chars]",https://slickdeals.net/f/19383969-45-99-songmics-laundry-basket-with-wheels-4-section-rolling-laundry-hamper-at-amazon,https://slickdeals.net/attachment/1/1/7/1/5/2/7/450x450/20022561.thumb,2026-04-04 20:00:18+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,"$45.99 | SONGMICS Laundry Basket with Wheels, 4-Section Rolling Laundry Hamper at Amazon (0 replies) Amazon [amazon.com] has SONGMICS Laundry Basket with Wheels, 4-Section Rolling Laundry Hamper for $45.99. Shipping is free. Price $20 lower (30% savings) than the list price of $65.99 Customer revie Amazon[amazon.com] has SONGMICS Laundry Basket with Wheels, 4-Section Rolling Laundry Hamper for $45.99.Shipping is free.Price$20 lower (30% savings) than the list price of $65.99 Customer reviews4.… [+120 chars]",True,100,198,512,1,1,2026-04-04,20,5
Slickdeals.net,phoinix,$64.35 | 1.7-Oz Dior Poison Eau De Toilette Spray for Women at Amazon,Amazon [amazon.com] has 1.7-Oz Dior Poison Eau De Toilette Spray for Women for $64.35. Shipping is free. Price $22.18 lower (26% savings) than the list price of $86.53 $33.56 lower (34% savings) than,Amazon[amazon.com] has 1.7-Oz Dior Poison Eau De Toilette Spray for Women for $64.35.Shipping is free.Price$22.18 lower (26% savings) than the list price of $86.53$33.56 lower (34% savings) than the … [+137 chars],https://slickdeals.net/f/19383963-64-35-1-7-oz-dior-poison-eau-de-toilette-spray-for-women-at-amazon,https://slickdeals.net/attachment/1/1/7/1/5/2/7/450x450/20022552.thumb,2026-04-04 19:59:35+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,$64.35 | 1.7-Oz Dior Poison Eau De Toilette Spray for Women at Amazon Amazon [amazon.com] has 1.7-Oz Dior Poison Eau De Toilette Spray for Women for $64.35. Shipping is free. Price $22.18 lower (26% savings) than the list price of $86.53 $33.56 lower (34% savings) than Amazon[amazon.com] has 1.7-Oz Dior Poison Eau De Toilette Spray for Women for $64.35.Shipping is free.Price$22.18 lower (26% savings) than the list price of $86.53$33.56 lower (34% savings) than the … [+137 chars],True,69,199,483,1,1,2026-04-04,19,5
Slickdeals.net,phoinix,$4.01* | totes Adult's Rain Poncho (Royal) at Amazon,Amazon [amazon.com] has totes Adult's Rain Poncho (Royal) for $4.01. Shipping is free with Prime or on $35+ orders. Price $9.99 lower (71% savings) than the list price of $14 $0.45 lower (10% sa,Amazon[amazon.com] has totes Adult's Rain Poncho (Royal) for $4.01.Shipping is free with Prime or on $35+ orders.Price$9.99 lower (71% savings) than the list price of $14$0.45 lower (10% savings) tha… [+246 chars],https://slickdeals.net/f/19383948-4-01-totes-adult-s-rain-poncho-royal-at-amazon,https://slickdeals.net/attachment/1/1/7/1/5/2/7/450x450/20022507.thumb,2026-04-04 19:52:58+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,$4.01* | totes Adult's Rain Poncho (Royal) at Amazon Amazon [amazon.com] has totes Adult's Rain Poncho (Royal) for $4.01. Shipping is free with Prime or on $35+ orders. Price $9.99 lower (71% savings) than the list price of $14 $0.45 lower (10% sa Amazon[amazon.com] has totes Adult's Rain Poncho (Royal) for $4.01.Shipping is free with Prime or on $35+ orders.Price$9.99 lower (71% savings) than the list price of $14$0.45 lower (10% savings) tha… [+246 chars],True,52,194,461,1,1,2026-04-04,19,5
Slickdeals.net,dubba-low | Staff,"Bic Comfort 3 Men's Razor: 6-Count + Handle $4.04, 12-Count + Handle $5.95, & More w/S&S + Free Shipping w/ Prime or on $35+ (1 replies)",Amazon [amazon.com] has 6-Count Bic Comfort 3 Men's Razor (1 Handle + 6 Cartridges) for $6.74 - 35% off when you 'clip' the coupon on the product page [amazon.com] - 5% when you check o,Amazon[amazon.com] has 6-Count Bic Comfort 3 Men's Razor (1 Handle + 6 Cartridges) for $6.74 - 35% off when you 'clip' the coupon on the product page[amazon.com] - 5% when you check out via Subscribe… [+322 chars],https://slickdeals.net/f/19383942-bic-comfort-3-men-s-razor-6-count-handle-4-04-12-count-handle-5-95-more-w-s-s-free-shipping-w-prime-or-on-35,https://slickdeals.net/attachment/3/8/9/0/8/6/450x450/20022495.thumb,2026-04-04 19:50:55+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,"Bic Comfort 3 Men's Razor: 6-Count + Handle $4.04, 12-Count + Handle $5.95, & More w/S&S + Free Shipping w/ Prime or on $35+ (1 replies) Amazon [amazon.com] has 6-Count Bic Comfort 3 Men's Razor (1 Handle + 6 Cartridges) for $6.74 - 35% off when you 'clip' the coupon on the product page [amazon.com] - 5% when you check o Amazon[amazon.com] has 6-Count Bic Comfort 3 Men's Razor (1 Handle + 6 Cartridges) for $6.74 - 35% off when you 'clip' the coupon on the product page[amazon.com] - 5% when you check out via Subscribe… [+322 chars]",True,136,185,536,1,1,2026-04-04,19,5
Slickdeals.net,phoinix,7-Oz Meguiar's Scratch-X 2.0 Fine Scratch & Blemish Remover $6 + Free S&H w/ Amazon Prime,*Woot!* [woot.com] has *7-Oz Meguiar's Scratch-X 2.0 Auto Paint Scratch Remover* for *$5.99*. *Shipping is free* for Amazon Prime Members (must login with your Amazon account and select a shipping...,"This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",https://slickdeals.net/f/19383141-7-oz-meguiar-s-scratch-x-2-0-fine-scratch-blemish-remover-6-free-s-h-w-amazon-prime,https://slickdeals.net/attachment/4/8/2/3/7/7/450x450/20022477.thumb,2026-04-04 19:42:57+00:00,port OR shipping OR freight OR maritime OR smuggling,['shipping'],shipping,['ports'],ports,"7-Oz Meguiar's Scratch-X 2.0 Fine Scratch & Blemish Remover $6 + Free S&H w/ Amazon Prime *Woot!* [woot.com] has *7-Oz Meguiar's Scratch-X 2.0 Auto Paint Scratch Remover* for *$5.99*. *Shipping is free* for Amazon Prime Members (must login with your Amazon account and select a shipping... This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",True,89,199,502,1,1,2026-04-04,19,5
Yahoo Entertainment,,Fears Chelsea star has suffered fresh injury setback,Liam Rosenior says it looks like Jamie Gittens has suffered another injury setback.The winger had been due to return for Chelsea’s FA Cup quarter-final win over Port Vale but instead missed out.And ...,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_56ae4747-0e35-44cf-8aa2-eb8474e90f71,,2026-04-04 19:40:00+00:00,port OR shipping OR freight OR maritime OR smuggling,['port'],port,['ports'],ports,"Fears Chelsea star has suffered fresh injury setback Liam Rosenior says it looks like Jamie Gittens has suffered another injury setback.The winger had been due to return for Chelsea’s FA Cup quarter-final win over Port Vale but instead missed out.And ... If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",False,52,201,469,1,1,2026-04-04,19,5
Chelsea.news,The Chelsea News,Rosenior has terrible piece of injury news on Chelsea attacker,"Chelsea enjoyed an excellent win over Port Vale today, but there was one piece of bad news to blacken the mood at the Bridge.If you enjoy Chelsea News coverage and want to see more of it, add us as a ...","Chelsea enjoyed an excellent win over Port Vale today, but there was one piece of bad news to blacken the mood at the Bridge. If you enjoy Chelsea News coverage and want to see more of it, add us as… [+1554 chars]",https://chelsea.news/2026/04/jamie-gittens-terrible-piece-injury-news-rosenior/,https://s.yimg.com/ny/api/res/1.2/5eRBr7dZBTU9tgvOKQTVfg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU7Y2Y9d2VicA--/https://media.zenfs.com/en/the_chelsea_news_articles_133/83d14f01e2ca231f306647b97e29f628,2026-04-04 19:30:00+00:00,port OR shipping OR freight OR maritime OR smuggling,['port'],port,['ports'],ports,"Rosenior has terrible piece of injury news on Chelsea attacker Chelsea enjoyed an excellent win over Port Vale today, but there was one piece of bad news to blacken the mood at the Bridge.If you enjoy Chelsea News coverage and want to see more of it, add us as a ... Chelsea enjoyed an excellent win over Port Vale today, but there was one piece of bad news to blacken the mood at the Bridge. If you enjoy Chelsea News coverage and want to see more of it, add us as… [+1554 chars]",True,62,203,480,1,1,2026-04-04,19,5
Yahoo Entertainment,,"Gusto, Hato And Neto Get 8 | Chelsea Players Rated In Dominant Win Vs Port Vale",Chelsea welcomed Port Vale at Stamford Bridge earlier this evening as they looked to secure a good result at home in the FA Cup. The Blues made a quick start to the game and conceded the opening goal ...,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_67b4d17c-3e35-4179-ac44-d1425c5c4109,,2026-04-04 19:30:00+00:00,port OR shipping OR freight OR maritime OR smuggling,['port'],port,['ports'],ports,"Gusto, Hato And Neto Get 8 | Chelsea Players Rated In Dominant Win Vs Port Vale Chelsea welcomed Port Vale at Stamford Bridge earlier this evening as they looked to secure a good result at home in the FA Cup. The Blues made a quick start to the game and conceded the opening goal ... If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",False,79,203,498,1,1,2026-04-04,19,5
Hayters.com,Hayters TV,Rosenior responds to Enzo Fernandez’s agent’s claim that punishment for midfielder is ‘unfair’,Liam Rosenior insists there are no issues between him and Enzo Fernandez despite the decision to drop the midfielder for the win over Port Vale.Chelsea beat the League One side 7-0 to reach the semi f...,Liam Rosenior insists there are no issues between him and Enzo Fernandez despite the decision to drop the midfielder for the win over Port Vale. Chelsea beat the League One side 7-0 to reach the sem… [+1710 chars],https://hayters.com/rosenior-responds-to-enzo-fernandezs-agents-claim-that-punishment-for-midfielder-is-unfair/,https://s.yimg.com/os/en/hayters_tv_491/e2d3a779de284975928f053bd5059bfd,2026-04-04 19:25:00+00:00,port OR shipping OR freight OR maritime OR smuggling,['port'],port,['ports'],ports,Rosenior responds to Enzo Fernandez’s agent’s claim that punishment for midfielder is ‘unfair’ Liam Rosenior insists there are no issues between him and Enzo Fernandez despite the decision to drop the midfielder for the win over Port Vale.Chelsea beat the League One side 7-0 to reach the semi f... Liam Rosenior insists there are no issues between him and Enzo Fernandez despite the decision to drop the midfielder for the win over Port Vale. Chelsea beat the League One side 7-0 to reach the sem… [+1710 chars],True,94,203,512,1,1,2026-04-04,19,5
